Class,Peak,File,Mean_X_Error,Mean_Y_Error,Mean_XY_Error,Min_XY_Error,Peak_Count,Reference_Peaks,Detected_Peaks,Num_Signals_in_Class,Num_Signals_with_Peak,Method
Class1,P1,Class1_it2_example_0081,1.0,0.001616994550603934,1.0000013073348337,1.0000013073348337,1,28,[np.int64(29)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0082,1.0,0.001950553442927827,1.0000019023275575,1.0000019023275575,1,37,[np.int64(36)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0083,27.0,0.055034275450484615,27.00006194098464,2.0000291132322072,2,26,"[np.int64(28), np.int64(78)]",250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0084,1.0,0.0018238417395802786,1.0000016631979625,1.0000016631979625,1,33,[np.int64(34)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0085,2.0,0.018601740655897592,2.000086504318108,2.000086504318108,1,24,[np.int64(26)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0086,27.5,0.059465512674532706,27.50006431033747,1.0000018151038983,2,32,"[np.int64(33), np.int64(86)]",250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0087,1.0,0.004347172372478281,1.000009448909177,1.000009448909177,1,29,[np.int64(30)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0088,1.0,0.0048010979391203135,1.0000115252042954,1.0000115252042954,1,31,[np.int64(32)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0089,1.0,0.003549553359410651,1.000006299644683,1.000006299644683,1,29,[np.int64(30)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0090,1.0,0.007462135747502319,1.0000278413473866,1.0000278413473866,1,33,[np.int64(34)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0091,2.0,0.015340741922959866,2.0000588337253347,2.0000588337253347,1,32,[np.int64(34)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0092,1.0,0.007750096049176758,1.000030031543439,1.000030031543439,1,31,[np.int64(32)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0093,1.0,0.0029283491077151114,1.0000042876050566,1.0000042876050566,1,31,[np.int64(32)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0094,2.0,0.009194458207218204,2.0000211344037653,2.0000211344037653,1,35,[np.int64(37)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0095,1.0,0.0070650388517760065,1.0000249570755608,1.0000249570755608,1,35,[np.int64(36)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0096,1.0,0.00044862254464372864,1.0000001006310888,1.0000001006310888,1,35,[np.int64(36)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0097,1.0,0.004065142315387682,1.0000082626568865,1.0000082626568865,1,33,[np.int64(34)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0098,0.0,0.0,0.0,0.0,1,37,[np.int64(37)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0099,1.0,0.0031866053813740525,1.0000050772140392,1.0000050772140392,1,35,[np.int64(36)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0100,0.0,0.0,0.0,0.0,1,28,[np.int64(28)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0101,2.0,0.008285677984178785,2.0000171630412718,2.0000171630412718,1,31,[np.int64(33)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0102,3.0,0.017833733594791568,3.000053006540706,3.000053006540706,1,33,[np.int64(36)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0103,3.0,0.018026519176089217,3.000054158743406,3.000054158743406,1,33,[np.int64(36)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0104,2.0,0.006725950652353263,2.000011309571068,2.000011309571068,1,35,[np.int64(37)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0105,1.0,0.0009470091367438371,1.000000448413052,1.000000448413052,1,35,[np.int64(36)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0106,2.0,0.012553731760842624,2.000039398657217,2.000039398657217,1,34,[np.int64(36)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0107,1.0,0.00015495139602839103,1.0000000120049675,1.0000000120049675,1,33,[np.int64(34)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0108,2.0,0.009099579173949213,2.0000207004781583,2.0000207004781583,1,31,[np.int64(33)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0109,2.0,0.009455050884633387,2.000022349371934,2.000022349371934,1,33,[np.int64(35)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0110,0.0,0.0,0.0,0.0,1,36,[np.int64(36)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0111,2.0,0.007322184403476206,2.000013403551196,2.000013403551196,1,30,[np.int64(32)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0112,4.0,0.030105925369255826,4.000113294238345,4.000113294238345,1,28,[np.int64(32)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0113,2.0,0.012003044061175583,2.0000360179423606,2.0000360179423606,1,34,[np.int64(36)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0114,4.0,0.0335326953719981,4.00014055273798,4.00014055273798,1,26,[np.int64(30)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0115,2.0,0.005916054530008319,2.0000087499061605,2.0000087499061605,1,35,[np.int64(37)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0116,2.0,0.00978729458369132,2.000023947640445,2.000023947640445,1,34,[np.int64(36)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0117,1.0,0.00027230165022174013,1.0000000370740936,1.0000000370740936,1,43,[np.int64(42)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0118,29.5,0.16971285938115732,29.500488271619375,3.000055924034119,2,59,"[np.int64(62), np.int64(115)]",250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0119,2.0,0.011582077483445752,2.000033535848545,2.000033535848545,1,30,[np.int64(32)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0120,1.0,0.0010619636270526867,1.0000005638832137,1.0000005638832137,1,32,[np.int64(33)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0121,2.0,0.007615153872501668,2.0000144975895804,2.0000144975895804,1,30,[np.int64(32)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0122,2.0,0.015042245583168912,2.0000565664881043,2.0000565664881043,1,28,[np.int64(30)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0123,3.0,0.02133962086238561,3.0000758956097346,3.0000758956097346,1,28,[np.int64(31)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0124,2.0,0.006190631943874925,2.0000095809580176,2.0000095809580176,1,33,[np.int64(35)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0125,1.0,0.006382882883344543,1.0000203703894748,1.0000203703894748,1,29,[np.int64(30)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0126,2.0,0.008569061223334895,2.000018357118316,2.000018357118316,1,26,[np.int64(28)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0127,2.0,0.00946650565636098,2.000022403556856,2.000022403556856,1,29,[np.int64(31)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0128,2.0,0.008647424849873797,2.0000186944017635,2.0000186944017635,1,33,[np.int64(35)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0129,2.0,0.008956040473298899,2.0000200525647136,2.0000200525647136,1,34,[np.int64(36)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0130,3.0,0.03141801533961652,3.000164510770681,3.000164510770681,1,48,[np.int64(51)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0131,1.0,0.0019926632457708537,1.0000019853514348,1.0000019853514348,1,35,[np.int64(36)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0132,2.0,0.00700934498489203,2.000012282691563,2.000012282691563,1,46,[np.int64(48)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0133,2.0,0.012266318707708446,2.000037615289932,2.000037615289932,1,54,[np.int64(56)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0134,2.0,0.012599107322626923,2.000039683982627,2.000039683982627,1,45,[np.int64(47)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0135,3.0,0.025057105135453783,3.0001046412613293,3.0001046412613293,1,25,[np.int64(28)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0136,17.0,0.030568227822515226,17.000058449481305,3.0000944166673977,2,31,"[np.int64(34), np.int64(62)]",250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0137,36.0,0.14204468276501003,36.00028023074128,0.0,2,36,"[np.int64(36), np.int64(108)]",250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0138,2.0,0.007378901387884995,2.0000136120001013,2.0000136120001013,1,36,[np.int64(38)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0139,0.0,0.0,0.0,0.0,1,42,[np.int64(42)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0140,,,,,0,39,[],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0141,2.0,0.006162138030129993,2.000009492963746,2.000009492963746,1,34,[np.int64(36)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0142,0.0,0.0,0.0,0.0,1,36,[np.int64(36)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0143,2.0,0.006390325998851698,2.000010209040537,2.000010209040537,1,30,[np.int64(32)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0144,0.0,0.0,0.0,0.0,1,35,[np.int64(35)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0145,1.0,0.006429512783588609,1.0000206691037112,1.0000206691037112,1,29,[np.int64(30)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0146,1.0,0.000635256246355631,1.000000201775229,1.000000201775229,1,44,[np.int64(45)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0147,1.0,0.0039333209467790065,1.0000077354769163,1.0000077354769163,1,32,[np.int64(33)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0148,1.0,0.0056249870643750866,1.0000158201145992,1.0000158201145992,1,29,[np.int64(30)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0149,1.0,0.0038271096111465175,1.000007323357172,1.000007323357172,1,35,[np.int64(36)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0150,2.0,0.007793785805749742,2.000015185716645,2.000015185716645,1,25,[np.int64(27)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0151,3.0,0.021269545983595428,3.000075397983582,3.000075397983582,1,24,[np.int64(27)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0152,26.5,0.027375743720380485,26.500152710065056,4.0003051287441735,2,23,"[np.int64(27), np.int64(72)]",250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0153,25.5,0.020756721554692048,25.500102852614873,4.0002056956821335,2,23,"[np.int64(27), np.int64(70)]",250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0154,4.0,0.035488654451719115,4.000157427476423,4.000157427476423,1,23,[np.int64(27)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0155,3.0,0.03340975018019343,3.00018602946669,3.00018602946669,1,23,[np.int64(26)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0156,4.0,0.049034020287167523,4.00030053060336,4.00030053060336,1,23,[np.int64(27)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0157,1.0,0.004172963269790109,1.0000087067733217,1.0000087067733217,1,35,[np.int64(36)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0158,0.0,0.0,0.0,0.0,1,38,[np.int64(38)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0159,1.0,0.00027266433139494506,1.000000037172918,1.000000037172918,1,37,[np.int64(38)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0160,1.0,0.00141271433080703,1.0000009978803923,1.0000009978803923,1,40,[np.int64(39)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0161,0.0,0.0,0.0,0.0,1,37,[np.int64(37)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0162,1.0,0.00037020770294826644,1.0000000685268693,1.0000000685268693,1,39,[np.int64(38)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0163,1.0,9.961158564086858e-05,1.0000000049612339,1.0000000049612339,1,38,[np.int64(37)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0164,0.0,0.0,0.0,0.0,1,39,[np.int64(39)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0165,0.0,0.0,0.0,0.0,1,38,[np.int64(38)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0166,0.0,0.0,0.0,0.0,1,37,[np.int64(37)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0167,12.0,0.20047765367941098,12.001674520233616,0.0,2,40,"[np.int64(40), np.int64(64)]",250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0168,1.0,0.003748494276702541,1.0000070255799918,1.0000070255799918,1,36,[np.int64(37)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0169,1.0,0.00344415946301746,1.0000059310996143,1.0000059310996143,1,33,[np.int64(34)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0170,1.0,0.0022131994301899383,1.0000024491228598,1.0000024491228598,1,44,[np.int64(45)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0171,1.0,0.004776863264592035,1.00001140914624,1.00001140914624,1,29,[np.int64(30)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0172,17.5,0.04113113950146702,17.500049454073263,1.0000098323204067,2,30,"[np.int64(31), np.int64(64)]",250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0173,16.5,0.029456367946873785,16.500026346571808,1.000000884997625,2,29,"[np.int64(30), np.int64(61)]",250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0174,1.0,0.002980233117424458,1.0000044408848563,1.0000044408848563,1,29,[np.int64(30)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0175,17.0,0.041521188999562086,17.000055737696396,2.000030470128797,2,29,"[np.int64(31), np.int64(61)]",250,245,"concave_d2x=-0,002"
